date,name,value
2024-01,elastic,199
2025-01,elastic,205
2016-01,f5,27
2017-01,f5,82
2018-01,f5,172
2019-01,f5,282
2020-01,f5,402
2021-01,f5,485
2022-01,f5,594
2023-01,f5,648
2024-01,f5,698
2025-01,f5,728
2018-01,facebook,19
2019-01,facebook,59
2020-01,facebook,96
2021-01,facebook,116
2022-01,facebook,137
2023-01,facebook,151
2024-01,facebook,156
2025-01,facebook,161
2017-01,fedora,5
2018-01,fedora,6
2020-01,fedora,8
2021-01,fedora,75
2022-01,fedora,118
2023-01,fedora,170
2024-01,fedora,231
2025-01,fedora,258
2016-01,flexera,1
2017-01,flexera,16
2018-01,flexera,41
2019-01,flexera,45
2020-01,flexera,49
2021-01,flexera,53
2023-01,flexera,55
2024-01,flexera,57
2019-01,floragunn,9
2017-01,forcepoint,25
2018-01,forcepoint,35
2019-01,forcepoint,43
2020-01,forcepoint,44
2021-01,forcepoint,45
2022-01,forcepoint,48
2023-01,forcepoint,55
2024-01,forcepoint,57
2025-01,forcepoint,58
2016-01,fortinet,13
2017-01,fortinet,55
2018-01,fortinet,85
2019-01,fortinet,132
2020-01,fortinet,178
2021-01,fortinet,341
2022-01,fortinet,484
2023-01,fortinet,667
2024-01,fortinet,827
2025-01,fortinet,846
2017-01,freebsd,10
2018-01,freebsd,30
2019-01,freebsd,65
2020-01,freebsd,100
2021-01,freebsd,107
2022-01,freebsd,117
2023-01,freebsd,129
2024-01,freebsd,152
2025-01,freebsd,155
2024-01,glibc,5
2025-01,glibc,9
2015-01,google_android,185
2016-01,google_android,799
2017-01,google_android,1449
2018-01,google_android,1694
2019-01,google_android,2174
2020-01,google_android,2704
2021-01,google_android,3444
2022-01,google_android,3982
2023-01,google_android,4584
2024-01,google_android,4752
2015-01,hackerone,12
2016-01,hackerone,229
2017-01,hackerone,504
2018-01,hackerone,622
2019-01,hackerone,749
2020-01,hackerone,934
2021-01,hackerone,1052
2022-01,hackerone,1141
2023-01,hackerone,1299
2024-01,hackerone,1477
2025-01,hackerone,1515
2025-01,harborist,2
2018-01,hikvision,2
2021-01,hikvision,3
2022-01,hikvision,6
2023-01,hikvision,12
2024-01,hikvision,20
2025-01,hikvision,21
2018-01,hillstone,20
2015-01,hp,85
2016-01,hp,110
2017-01,hp,122
2018-01,hp,128
2019-01,hp,160
2020-01,hp,170
2021-01,hp,191
2022-01,hp,255
2023-01,hp,286
2024-01,hp,315
2025-01,hp,326
2015-01,hpe,41
2016-01,hpe,114
2017-01,hpe,316
2018-01,hpe,416
2019-01,hpe,613
2020-01,hpe,736
2021-01,hpe,920
2022-01,hpe,1088
2023-01,hpe,1237
2024-01,hpe,1345
2025-01,hpe,1386
2015-01,huawei,9
2016-01,huawei,74
2017-01,huawei,474
2018-01,huawei,563
2019-01,huawei,667
2020-01,huawei,887
2021-01,huawei,1366
2022-01,huawei,1622
2023-01,huawei,1861
2024-01,huawei,2026
2025-01,huawei,2073
2025-01,iManage,1
2015-01,ibm,426
2016-01,ibm,1069
2017-01,ibm,1849
2018-01,ibm,2688
2019-01,ibm,3387
2020-01,ibm,4123
2021-01,ibm,4671
2022-01,ibm,5084
2023-01,ibm,5598
2024-01,ibm,6082
2025-01,ibm,6201
2015-01,icscert,167
2016-01,icscert,404
2017-01,icscert,661
2018-01,icscert,967
2019-01,icscert,1155
2020-01,icscert,1499
2021-01,icscert,1916
2022-01,icscert,2258
2023-01,icscert,2578
2024-01,icscert,2829
2025-01,icscert,2991
2024-01,imaginationtech,28
2025-01,imaginationtech,38
2015-01,intel,8
2016-01,intel,151
2017-01,intel,1247
2018-01,intel,1394
2019-01,intel,1704
2020-01,intel,2016
2021-01,intel,2241
2022-01,intel,2558
2023-01,intel,2893
2024-01,intel,3140
2025-01,intel,3198
2016-01,isc,15
2017-01,isc,30
2018-01,isc,45
2019-01,isc,65
2020-01,isc,80
2021-01,isc,87
2022-01,isc,103
2023-01,isc,113
2024-01,isc,120
2025-01,isc,124
2024-01,ivanti,96
2025-01,ivanti,125
2019-01,jci,5
2020-01,jci,15
2021-01,jci,35
2022-01,jci,43
2023-01,jci,52
2024-01,jci,69
2025-01,jci,71
2019-01,jenkins,339
2020-01,jenkins,574
2021-01,jenkins,677
2022-01,jenkins,1068
2023-01,jenkins,1308
2024-01,jenkins,1357
2025-01,jenkins,1419
2017-01,joshbressers,5
2015-01,jpcert,198
2016-01,jpcert,447
2017-01,jpcert,713
2018-01,jpcert,959
2019-01,jpcert,1079
2020-01,jpcert,1237
2021-01,jpcert,1482
2022-01,jpcert,1703
2023-01,jpcert,2022
2024-01,jpcert,2297
2025-01,jpcert,2422
2015-01,juniper,1
2016-01,juniper,24
2017-01,juniper,97
2018-01,juniper,157
2019-01,juniper,321
2020-01,juniper,403
2021-01,juniper,537
2022-01,juniper,632
2023-01,juniper,733
2024-01,juniper,865
2025-01,juniper,918
2016-01,krcert,10
2018-01,krcert,20
2019-01,krcert,58
2020-01,krcert,130
2021-01,krcert,167
2022-01,krcert,179
2023-01,krcert,189
2024-01,krcert,196
2017-01,kubernetes,3
2018-01,kubernetes,9
2019-01,kubernetes,34
2020-01,kubernetes,52
2021-01,kubernetes,64
2022-01,kubernetes,69
2023-01,kubernetes,82
2024-01,kubernetes,91
2025-01,kubernetes,99
2015-01,larry_cashdollar,5
2016-01,larry_cashdollar,15
2017-01,larry_cashdollar,49
2018-01,larry_cashdollar,64
2019-01,larry_cashdollar,70
2020-01,larry_cashdollar,73
2022-01,larry_cashdollar,74
2016-01,lenovo,50
2017-01,lenovo,97
2018-01,lenovo,147
2019-01,lenovo,200
2020-01,lenovo,300
2021-01,lenovo,354
2022-01,lenovo,413
2023-01,lenovo,494
2024-01,lenovo,554
2025-01,lenovo,563
2024-01,libreswan,2
2016-01,marklogic,5
2017-01,marklogic,15
2015-01,microfocus,57
2016-01,microfocus,141
2017-01,microfocus,235
2018-01,microfocus,335
2019-01,microfocus,382
2020-01,microfocus,416
2021-01,microfocus,452
2022-01,microfocus,473
2023-01,microfocus,474
2015-01,microsoft,651
2016-01,microsoft,1238
2017-01,microsoft,1932
2018-01,microsoft,2633
2019-01,microsoft,3631
2020-01,microsoft,4885
2021-01,microsoft,5760
2022-01,microsoft,6718
2023-01,microsoft,7681
2024-01,microsoft,8776
2025-01,microsoft,9487
2018-01,mongodb,5
2019-01,mongodb,15
2020-01,mongodb,24
2021-01,mongodb,39
2022-01,mongodb,41
2023-01,mongodb,46
2024-01,mongodb,63
2025-01,mongodb,82
2015-01,mozilla,187
2016-01,mozilla,365
2017-01,mozilla,558
2018-01,mozilla,728
2019-01,mozilla,874
2020-01,mozilla,1026
2021-01,mozilla,1168
2022-01,mozilla,1337
2023-01,mozilla,1527
2024-01,mozilla,1726
2025-01,mozilla,1837
2018-01,naver,2
2019-01,naver,4
2020-01,naver,8
2021-01,naver,11
2022-01,naver,17
2023-01,naver,18
2024-01,naver,26
2025-01,naver,29
2016-01,netapp,1
2017-01,netapp,13
2018-01,netapp,33
2019-01,netapp,73
2020-01,netapp,98
2021-01,netapp,128
2022-01,netapp,141
2023-01,netapp,151
2024-01,netapp,161
2025-01,netapp,163
2017-01,netflix,10
2019-01,netflix,11
2020-01,netflix,17
2021-01,netflix,19
2022-01,netflix,20
2024-01,netflix,24
2017-01,netgear,1
2018-01,netgear,2
2017-01,nodejs,2
2018-01,nodejs,16
2019-01,nodejs,18
2016-01,nvidia,67
2017-01,nvidia,165
2018-01,nvidia,192
2019-01,nvidia,242
2020-01,nvidia,301
2021-01,nvidia,414
2022-01,nvidia,523
2023-01,nvidia,613
2024-01,nvidia,706
2025-01,nvidia,723
2016-01,obdev,5
2017-01,obdev,10
2018-01,obdev,11
2019-01,obdev,13
2020-01,obdev,14
2018-01,odoo,9
2019-01,odoo,16
2020-01,odoo,17
2021-01,odoo,32
2024-01,odoo,34
2020-01,openEuler,30
2021-01,openEuler,60
2024-01,openEuler,66
2025-01,openEuler,67
2016-01,openssl,2
2017-01,openssl,22
2018-01,openssl,32
2019-01,openssl,62
2020-01,openssl,71
2021-01,openssl,81
2022-01,openssl,96
2023-01,openssl,114
2024-01,openssl,123
2025-01,openssl,124
2015-01,oracle,450
2016-01,oracle,1198
2017-01,oracle,2027
2018-01,oracle,2746
2019-01,oracle,3344
2020-01,oracle,4154
2021-01,oracle,4744
2022-01,oracle,5159
2023-01,oracle,5455
2024-01,oracle,5822
2025-01,oracle,5978
2018-01,palo_alto,25
2019-01,palo_alto,60
2020-01,palo_alto,132
2021-01,palo_alto,171
2022-01,palo_alto,197
2023-01,palo_alto,233
2024-01,palo_alto,289
2025-01,palo_alto,335
2019-01,php,17
2020-01,php,30
2021-01,php,37
2022-01,php,44
2023-01,php,50
2024-01,php,68
2025-01,php,73
2019-01,pivotal,50
2020-01,pivotal,150
2021-01,pivotal,160
2016-01,puppet,7
2017-01,puppet,18
2018-01,puppet,34
2019-01,puppet,36
2020-01,puppet,40
2021-01,puppet,49
2022-01,puppet,53
2023-01,puppet,56
2017-01,qnap,23
2018-01,qnap,63
2019-01,qnap,74
2020-01,qnap,99
2021-01,qnap,160
2022-01,qnap,169
2023-01,qnap,275
2024-01,qnap,364
2025-01,qnap,381
2015-01,qualcomm,198
2016-01,qualcomm,340
2017-01,qualcomm,759
2018-01,qualcomm,1232
2019-01,qualcomm,1712
2020-01,qualcomm,2293
2021-01,qualcomm,2539
2022-01,qualcomm,2806
2023-01,qualcomm,3071
2024-01,qualcomm,3333
2025-01,qualcomm,3395
2024-01,rami.io,2
2016-01,rapid7,17
2017-01,rapid7,51
2018-01,rapid7,57
2019-01,rapid7,103
2020-01,rapid7,132
2021-01,rapid7,155
2022-01,rapid7,188
2023-01,rapid7,223
2024-01,rapid7,251
2025-01,rapid7,260
2015-01,redhat,723
2016-01,redhat,1445
2017-01,redhat,1855
2018-01,redhat,2211
2019-01,redhat,2537
2020-01,redhat,3066
2021-01,redhat,3592
2022-01,redhat,3997
2023-01,redhat,4440
2024-01,redhat,4719
2025-01,redhat,4878
2025-01,redhat-cnalr,4
2023-01,samsung.tv_appliance,2
2024-01,samsung.tv_appliance,9
2025-01,samsung.tv_appliance,15
2017-01,sap,12
2018-01,sap,144
2019-01,sap,265
2020-01,sap,485
2021-01,sap,685
2022-01,sap,972
2023-01,sap,1139
2024-01,sap,1281
2025-01,sap,1416
2024-01,sba-research,5
2025-01,sba-research,7
2017-01,schneider,30
2018-01,schneider,146
2019-01,schneider,198
2020-01,schneider,311
2021-01,schneider,439
2022-01,schneider,539
2023-01,schneider,598
2024-01,schneider,653
2025-01,schneider,688
2024-01,seal,1
2024-01,securin,1
2015-01,siemens,1
2016-01,siemens,11
2017-01,siemens,47
2018-01,siemens,147
2019-01,siemens,304
2020-01,siemens,431
2021-01,siemens,717
2022-01,siemens,990
2023-01,siemens,1256
2024-01,siemens,1538
2025-01,siemens,1691
2018-01,snyk,10
2019-01,snyk,77
2020-01,snyk,341
2021-01,snyk,516
2022-01,snyk,675
2023-01,snyk,739
2024-01,snyk,813
2025-01,snyk,832
2018-01,sonicwall,2
2019-01,sonicwall,17
2020-01,sonicwall,37
2021-01,sonicwall,70
2022-01,sonicwall,86
2023-01,sonicwall,121
2024-01,sonicwall,150
2025-01,sonicwall,162
2019-01,suse,30
2020-01,suse,50
2021-01,suse,77
2022-01,suse,109
2023-01,suse,133
2024-01,suse,150
2025-01,suse,165
2015-01,symantec,51
2016-01,symantec,105
2017-01,symantec,135
2018-01,symantec,165
2019-01,symantec,199
2020-01,symantec,222
2021-01,symantec,227
2022-01,symantec,238
2023-01,symantec,248
2024-01,symantec,261
2025-01,symantec,273
2015-01,synology,4
2016-01,synology,7
2017-01,synology,56
2018-01,synology,98
2019-01,synology,107
2020-01,synology,120
2021-01,synology,158
2022-01,synology,195
2023-01,synology,215
2024-01,synology,259
2025-01,synology,261
2016-01,talos,76
2017-01,talos,455
2018-01,talos,723
2019-01,talos,912
2020-01,talos,1193
2021-01,talos,1496
2022-01,talos,1853
2023-01,talos,2163
2024-01,talos,2347
2025-01,talos,2354
2017-01,tenable,7
2018-01,tenable,57
2019-01,tenable,151
2020-01,tenable,244
2021-01,tenable,355
2022-01,tenable,387
2023-01,tenable,455
2024-01,tenable,501
2025-01,tenable,519
2015-01,tibco,1
2016-01,tibco,2
2017-01,tibco,12
2018-01,tibco,42
2019-01,tibco,72
2020-01,tibco,85
2021-01,tibco,122
2022-01,tibco,152
2023-01,tibco,162
2024-01,tibco,172
2025-01,tibco,176
2024-01,tlt_net,1
2025-01,tlt_net,2
2016-01,trellix,57
2017-01,trellix,72
2018-01,trellix,105
2019-01,trellix,163
2020-01,trellix,250
2021-01,trellix,300
2022-01,trellix,329
2023-01,trellix,363
2024-01,trellix,383
2025-01,trellix,389
2017-01,trendmicro,40
2018-01,trendmicro,103
2019-01,trendmicro,135
2020-01,trendmicro,205
2021-01,trendmicro,283
2022-01,trendmicro,340
2023-01,trendmicro,416
2024-01,trendmicro,448
2025-01,trendmicro,485
2018-01,twcert,1
2019-01,twcert,28
2020-01,twcert,87
2021-01,twcert,256
2022-01,twcert,361
2023-01,twcert,464
2024-01,twcert,634
2025-01,twcert,684
2024-01,upKeeper,7
2025-01,upKeeper,9
2015-01,vmware,6
2016-01,vmware,18
2017-01,vmware,74
2018-01,vmware,148
2019-01,vmware,220
2020-01,vmware,284
2021-01,vmware,379
2022-01,vmware,481
2023-01,vmware,558
2024-01,vmware,642
2025-01,vmware,685
2024-01,wikimedia-foundation,7
2025-01,wikimedia-foundation,64
2023-01,wolfSSL,4
2024-01,wolfSSL,13
2016-01,yandex,10
2017-01,yandex,13
2018-01,yandex,18
2019-01,yandex,21
2020-01,yandex,23
2021-01,yandex,28
2022-01,yandex,32
2023-01,yandex,33
2024-01,yandex,35
2015-01,zdi,1
2016-01,zdi,2
2017-01,zdi,110
2018-01,zdi,393
2019-01,zdi,480
2020-01,zdi,700
2021-01,zdi,1111
2022-01,zdi,1470
2023-01,zdi,2221
2024-01,zdi,2736
2025-01,zdi,2899
2017-01,zephyr,10
2019-01,zephyr,20
2020-01,zephyr,60
2021-01,zephyr,82
2022-01,zephyr,89
2023-01,zephyr,116
2024-01,zephyr,132
2025-01,zephyr,136
2017-01,zte,10
2018-01,zte,24
2019-01,zte,47
2020-01,zte,97
2021-01,zte,127
2022-01,zte,146
2023-01,zte,163
2024-01,zte,171
2025-01,zte,185
